Date,Timestamp,Open,High,Low,Volume,Price,prediction
01/01/2020,1577836800,129.21,132.97,128.81,10.35,130.75,130.01942082137458
31/12/2019,1577750400,131.87,133.53,128.27,12.89,129.21,129.05760383564447
30/12/2019,1577664000,134.4,136.16,130.91,12.47,131.83,131.70351464061488
29/12/2019,1577577600,128.35,137.74,127.67,15.69,134.4,134.3186697907729
28/12/2019,1577491200,126.4,129.73,125.98,12.13,128.35,126.89999408112615
27/12/2019,1577404800,125.92,127.04,123.18,12.25,126.41,123.1308506746072
26/12/2019,1577318400,125.24,132.12,124.53,15.55,125.93,128.9375615580813
25/12/2019,1577232000,128.05,128.17,124.18,13.23,125.24,123.7412984011828
24/12/2019,1577145600,128.07,129.77,127.07,11.44,128.05,126.73179696015494
23/12/2019,1577059200,132.2,134.92,126.55,14.73,128.08,129.28184021220426
22/12/2019,1576972800,127.61,133.04,127.09,13.67,132.19,130.0132222014827
21/12/2019,1576886400,128.69,128.79,126.85,9.64,127.61,125.36543152908428
20/12/2019,1576800000,128.42,129.66,126.31,12.29,128.7,126.07787065479712
19/12/2019,1576713600,132.93,133.9,126.12,14.22,128.42,127.75667739285714
18/12/2019,1576627200,122.06,133.93,117.14,20.23,132.92,128.15269614515842
17/12/2019,1576540800,132.78,132.96,120.63,17.04,122.06,124.02105951278403
16/12/2019,1576454400,142.55,142.75,131.0,17.6,132.78,134.07649657749926
15/12/2019,1576368000,142.03,143.87,140.3,11.31,142.53,140.29443947295846
14/12/2019,1576281600,144.95,145.17,141.4,11.15,142.03,140.69934963608824
13/12/2019,1576195200,145.04,145.43,143.51,10.95,144.96,142.06088136401968
12/12/2019,1576108800,143.51,145.82,140.0,12.23,145.03,141.23409336333438
11/12/2019,1576022400,145.88,146.57,142.53,10.93,143.51,142.15531006217628
10/12/2019,1575936000,147.88,148.48,144.49,11.12,145.86,144.04126225163265
09/12/2019,1575849600,151.17,151.75,147.02,9.67,147.88,146.81121588754243
08/12/2019,1575763200,148.25,152.22,147.09,9.28,151.17,148.64871872799756
07/12/2019,1575676800,148.88,149.76,147.54,8.11,148.28,146.3250727749665
06/12/2019,1575590400,148.7,149.36,147.01,8.77,148.89,145.77645527464335
05/12/2019,1575504000,145.79,149.08,144.64,9.99,148.69,145.62689599397098
04/12/2019,1575417600,147.81,151.02,143.95,12.85,145.79,146.1502565672261
03/12/2019,1575331200,148.89,149.84,146.56,8.73,147.82,145.87450135188294
02/12/2019,1575244800,151.06,151.63,147.49,9.18,148.89,147.007022553764
01/12/2019,1575158400,151.93,152.33,146.26,9.91,151.04,146.57342211538264
30/11/2019,1575072000,154.57,155.19,150.45,8.79,151.95,150.2138423050804
29/11/2019,1574985600,151.07,157.27,150.64,10.49,154.55,153.92944238556925
28/11/2019,1574899200,152.71,154.68,149.71,9.66,151.07,150.25325614246287
27/11/2019,1574812800,147.6,155.43,141.91,13.34,152.7,149.14820627780864
26/11/2019,1574726400,145.88,149.81,144.04,10.84,147.61,145.9545780780543
25/11/2019,1574640000,140.58,151.26,131.78,17.98,145.9,143.21620653035512
24/11/2019,1574553600,152.46,153.24,139.79,11.39,140.66,143.610541437473
23/11/2019,1574467200,149.79,154.25,146.6,11.84,152.46,149.5990354507241
22/11/2019,1574380800,161.46,163.06,139.13,21.12,149.8,148.2456717151768
21/11/2019,1574294400,174.96,175.91,158.55,13.36,161.46,164.05617944338138
20/11/2019,1574208000,176.09,177.42,173.99,8.39,174.96,173.30834751396486
19/11/2019,1574121600,178.49,178.7,173.48,9.11,176.09,173.07682825890163
18/11/2019,1574035200,184.19,184.33,176.08,9.57,178.5,176.95517997445586
17/11/2019,1573948800,182.39,185.97,180.49,8.57,184.18,181.71788527720116
16/11/2019,1573862400,180.19,183.46,179.53,7.62,182.42,179.91348100768573
15/11/2019,1573776000,185.24,186.1,178.29,11.86,180.19,179.3793787852211
14/11/2019,1573689600,188.36,188.91,183.96,9.57,185.25,183.52908189862177
13/11/2019,1573603200,187.0,189.45,185.7,7.77,188.36,185.57029394573692
12/11/2019,1573516800,185.09,187.44,183.24,9.35,186.99,183.33724029861844
11/11/2019,1573430400,188.98,190.17,184.32,10.26,185.09,184.6083534357055
10/11/2019,1573344000,184.96,191.28,183.55,10.95,188.99,187.11944377113366
09/11/2019,1573257600,184.02,185.73,182.86,8.31,184.96,182.046147117258
08/11/2019,1573171200,186.95,188.35,181.83,11.71,184.03,182.58599525655984
07/11/2019,1573084800,191.28,192.27,185.48,11.49,186.94,186.11991038512065
06/11/2019,1572998400,188.66,194.11,188.13,11.72,191.28,190.5171477778229
05/11/2019,1572912000,185.86,191.45,183.12,11.78,188.67,186.6433622251593
04/11/2019,1572825600,181.72,188.27,180.69,11.89,185.85,184.36907640830378
03/11/2019,1572739200,183.01,184.51,179.46,10.41,181.7,179.60584943432684
02/11/2019,1572652800,183.12,185.18,181.94,8.71,183.01,181.48364470353943
01/11/2019,1572566400,182.38,184.28,178.69,10.78,183.12,179.2825076501701
31/10/2019,1572480000,183.25,185.21,178.24,12.94,182.37,179.54202782821193
30/10/2019,1572393600,190.44,191.58,180.58,13.67,183.25,183.2514903710591
29/10/2019,1572307200,181.67,192.28,181.67,14.03,190.45,188.6643518528607
28/10/2019,1572220800,184.06,188.91,180.7,12.75,181.67,183.88584487544517
27/10/2019,1572134400,179.61,188.33,176.47,14.54,184.05,183.17889302561747
26/10/2019,1572048000,181.5,192.54,174.35,19.63,179.62,185.10952740755732
25/10/2019,1571961600,160.73,186.24,160.41,16.19,181.49,181.3545102722943
24/10/2019,1571875200,162.26,163.68,159.4,11.36,160.73,159.39796445109454
23/10/2019,1571788800,171.44,171.61,154.42,16.0,162.28,159.64728324422958
22/10/2019,1571702400,174.17,175.08,170.82,9.86,171.42,170.41521089916705
21/10/2019,1571616000,175.14,177.67,171.91,9.24,174.18,172.89488817227334
20/10/2019,1571529600,171.93,176.17,169.56,10.1,175.14,171.77733203994273
19/10/2019,1571443200,172.79,174.81,170.38,9.89,171.91,170.58382727790337
18/10/2019,1571356800,177.31,177.47,169.28,11.27,172.81,170.29657121825284
17/10/2019,1571270400,174.52,178.33,172.12,9.45,177.31,173.91753341977267
16/10/2019,1571184000,180.57,181.08,172.49,12.28,174.53,173.8555436972967
15/10/2019,1571097600,186.64,187.67,178.26,11.45,180.59,180.14899680418586
14/10/2019,1571011200,181.07,186.99,180.65,9.91,186.63,183.44760155008316
13/10/2019,1570924800,179.86,184.42,178.89,8.22,181.11,180.648465243656
12/10/2019,1570838400,180.6,184.49,178.78,9.85,179.87,180.3585998137442
11/10/2019,1570752000,191.11,195.87,179.76,13.31,180.6,186.38664441961026
10/10/2019,1570665600,192.65,194.08,187.33,10.42,191.1,188.1408382647798
09/10/2019,1570579200,180.74,195.08,179.39,12.43,192.64,190.3493397479607
08/10/2019,1570492800,179.81,184.57,177.74,10.26,180.78,180.2464446726338
07/10/2019,1570406400,170.52,182.03,169.13,10.95,179.87,177.57720214458948
06/10/2019,1570320000,176.44,176.87,168.74,7.97,170.55,169.76194593899476
05/10/2019,1570233600,175.65,176.63,172.39,7.3,176.43,171.9263530351841
04/10/2019,1570147200,174.58,178.43,171.33,8.44,175.65,173.5207879935034
03/10/2019,1570060800,180.26,180.57,170.65,8.89,174.54,172.41220054896053
02/10/2019,1569974400,175.78,180.84,173.97,8.47,180.27,176.61414036030794
01/10/2019,1569888000,180.36,184.95,174.03,11.88,175.78,178.33266061552956
30/09/2019,1569801600,169.28,180.52,165.59,11.93,180.35,174.86638786358742
29/09/2019,1569715200,173.62,174.43,164.97,9.9,169.29,166.86025254367757
28/09/2019,1569628800,173.19,175.15,168.56,10.22,173.62,169.72779326845256
27/09/2019,1569542400,164.58,175.65,161.32,10.94,173.19,170.26199511789787
26/09/2019,1569456000,168.93,169.81,153.17,11.97,164.56,158.3970295500617
25/09/2019,1569369600,166.29,174.26,162.12,13.88,168.92,168.73903287912685
24/09/2019,1569283200,201.22,202.97,164.78,19.02,166.29,179.9351637543483
23/09/2019,1569196800,211.16,211.76,199.82,9.65,201.18,202.37585704550912
22/09/2019,1569110400,215.23,215.64,206.71,9.72,211.13,207.8091583726699
21/09/2019,1569024000,218.01,221.17,213.71,8.69,215.22,215.37584521705656
20/09/2019,1568937600,220.22,221.27,213.12,9.1,218.0,214.10668490767307
19/09/2019,1568851200,210.44,223.35,202.95,12.42,220.21,215.09262487624807
18/09/2019,1568764800,207.8,216.89,207.69,9.78,210.43,213.01863675334243
17/09/2019,1568678400,197.33,214.45,195.95,11.69,207.77,209.3012447510805
16/09/2019,1568592000,189.1,198.82,188.68,10.01,197.32,194.89640896281276
15/09/2019,1568505600,188.17,190.23,185.92,7.3,189.1,185.9018639626097
14/09/2019,1568419200,181.06,188.54,180.09,8.63,188.16,184.5407407548244
13/09/2019,1568332800,180.87,181.53,177.79,7.68,181.11,176.94896101180996
12/09/2019,1568246400,178.48,182.37,176.85,7.19,180.87,178.30616795378347
11/09/2019,1568160000,180.05,182.27,174.86,10.66,178.47,176.48724290899656
10/09/2019,1568073600,180.64,184.16,177.44,8.27,180.05,179.27761506927908
09/09/2019,1567987200,181.45,184.76,176.25,9.64,180.65,178.82629460235506
08/09/2019,1567900800,177.76,183.42,177.36,8.34,181.44,179.93050232543447
07/09/2019,1567814400,169.14,180.63,168.42,9.05,177.74,176.5336732780683
06/09/2019,1567728000,173.82,177.79,166.16,9.98,169.15,170.51142975439268
05/09/2019,1567641600,174.8,175.56,170.54,7.4,173.83,170.36756070641695
04/09/2019,1567555200,178.82,180.06,173.85,7.55,174.79,174.39933959594322
03/09/2019,1567468800,178.1,182.59,175.37,9.03,178.81,177.9383906924358
02/09/2019,1567382400,169.72,180.56,169.45,9.27,178.11,176.7818924377657
01/09/2019,1567296000,171.62,173.22,167.08,7.8,169.72,167.8424777803533
31/08/2019,1567209600,168.14,174.43,166.16,7.89,171.62,170.0840018697213
30/08/2019,1567123200,168.68,170.27,165.38,7.49,168.16,165.60099680285947
29/08/2019,1567036800,172.85,173.05,164.04,9.55,168.66,165.4790288292295
28/08/2019,1566950400,186.6,187.13,167.57,9.72,172.85,173.72807420348056
27/08/2019,1566864000,188.36,188.61,184.26,7.19,186.58,183.43537678648863
26/08/2019,1566777600,186.32,193.09,186.02,9.02,188.34,189.51788701358328
25/08/2019,1566691200,190.16,191.49,182.81,7.58,186.3,184.40896173310387
24/08/2019,1566604800,193.42,193.47,186.13,8.38,190.15,186.53929682048062
23/08/2019,1566518400,190.29,195.32,175.8,8.56,193.43,183.9652099581321
22/08/2019,1566432000,187.27,194.42,182.97,9.97,190.29,188.61782822949306
21/08/2019,1566345600,196.15,196.78,181.29,12.98,187.24,185.72610714889538
20/08/2019,1566259200,201.65,201.96,194.55,10.01,196.14,195.09973850532373
19/08/2019,1566172800,193.67,202.81,192.33,8.14,201.64,198.35494085389377
18/08/2019,1566086400,184.83,197.17,182.96,9.11,193.68,192.24240042203138
17/08/2019,1566000000,184.55,186.12,181.58,8.78,184.81,181.55548640119247
16/08/2019,1565913600,187.67,188.03,179.35,11.33,184.55,180.6627080084312
15/08/2019,1565827200,186.59,189.3,176.08,14.03,187.8,180.60567576081206
14/08/2019,1565740800,207.68,209.43,183.74,12.46,186.56,193.110085957386
13/08/2019,1565654400,210.48,211.01,106.01,18.29,207.68,150.1858717293204
12/08/2019,1565568000,215.84,215.97,209.49,7.94,210.45,209.35348740619906
11/08/2019,1565481600,205.92,216.23,205.64,7.63,215.83,212.1400486505213
10/08/2019,1565395200,209.46,213.53,202.35,8.7,205.93,206.2173056079062
09/08/2019,1565308800,220.12,220.49,206.4,9.66,209.49,209.77761809340643
08/08/2019,1565222400,224.68,226.11,215.57,7.54,220.16,217.7513000536752
07/08/2019,1565136000,225.62,229.22,220.62,7.9,224.66,222.95497163184484
06/08/2019,1565049600,232.45,237.47,222.46,9.35,225.63,228.29064506044074
05/08/2019,1564963200,220.76,235.0,220.75,9.79,232.45,230.6519916723867
04/08/2019,1564876800,220.89,222.21,216.31,6.51,220.72,216.3838075961648
03/08/2019,1564790400,216.52,223.0,215.52,6.99,220.89,218.75148881429885
02/08/2019,1564704000,216.37,220.84,213.93,7.56,216.54,215.99644784546558
01/08/2019,1564617600,217.23,217.55,211.23,7.09,216.37,211.08188064689557
31/07/2019,1564531200,208.49,218.19,208.17,7.51,217.23,214.11958558363477
30/07/2019,1564444800,209.81,212.88,204.54,7.15,208.49,206.63787020740466
29/07/2019,1564358400,210.39,214.45,207.37,7.2,209.82,209.36690242128788
28/07/2019,1564272000,206.64,212.01,199.68,7.54,210.37,204.66232574030408
27/07/2019,1564185600,217.8,222.7,203.5,8.55,206.62,211.2490788275378
26/07/2019,1564099200,217.65,218.65,212.07,6.96,217.83,212.35239797787483
25/07/2019,1564012800,215.45,224.05,214.79,8.42,217.65,219.86781243919296
24/07/2019,1563926400,211.86,217.02,202.3,9.72,215.44,208.27989873101535
23/07/2019,1563840000,217.27,218.03,208.31,8.7,211.87,209.94221629716498
22/07/2019,1563753600,225.03,227.47,212.46,8.6,217.27,217.14908792548073
21/07/2019,1563667200,227.83,228.76,217.72,8.5,225.01,219.91796378845567
20/07/2019,1563580800,220.11,233.7,219.8,9.12,227.86,229.24607800175966
19/07/2019,1563494400,225.23,225.68,213.57,9.38,220.09,216.0761176886512
18/07/2019,1563408000,210.95,228.42,206.47,12.65,225.23,221.50060417597797
17/07/2019,1563321600,198.88,219.13,192.91,13.51,210.95,211.26739663543566
16/07/2019,1563235200,228.49,234.41,193.48,14.52,198.87,211.47296070913757
15/07/2019,1563148800,226.56,235.43,204.39,14.59,228.49,219.387169569249
14/07/2019,1563062400,269.12,269.62,223.95,11.86,226.62,241.07161030948697
13/07/2019,1562976000,274.68,275.04,262.85,7.84,269.16,264.8607991963667
12/07/2019,1562889600,268.72,278.33,266.81,7.95,274.68,272.8831844665093
11/07/2019,1562803200,289.13,289.14,263.08,11.36,268.72,271.0793587757549
10/07/2019,1562716800,307.44,313.81,281.53,12.44,289.1,295.12221983373433
09/07/2019,1562630400,312.23,317.94,303.38,9.13,307.41,308.6445903460163
08/07/2019,1562544000,304.87,313.15,301.6,8.5,312.23,306.76894510416025
07/07/2019,1562457600,288.11,309.42,285.28,8.43,304.88,302.24323603705284
06/07/2019,1562371200,287.16,296.06,285.61,7.56,288.08,290.7069176425355
05/07/2019,1562284800,283.36,293.61,281.92,7.8,287.15,288.2385357520217
04/07/2019,1562198400,300.51,301.56,281.18,7.26,283.43,286.90534234138994
03/07/2019,1562112000,291.48,301.64,289.39,7.9,300.58,295.84851142686153
02/07/2019,1562025600,294.87,297.0,273.07,10.3,291.41,281.0323899675553
01/07/2019,1561939200,292.23,303.0,280.35,9.57,294.83,291.7612872911386
