Date,Timestamp,Open,High,Low,Volume,Price,prediction
24/10/2020,1603497600,408.59,416.28,407.74,2.68,411.92,409.5935863055168
23/10/2020,1603411200,414.12,419.11,402.91,8.18,408.52,407.05187471667915
22/10/2020,1603324800,391.39,420.12,391.21,12.65,414.05,412.3924171222554
21/10/2020,1603238400,368.53,400.36,368.06,13.61,391.2,392.42752251619993
20/10/2020,1603152000,379.03,380.14,367.16,7.46,368.35,368.3609725347593
19/10/2020,1603065600,377.85,383.97,372.72,6.85,379.19,375.4733515610763
18/10/2020,1602979200,368.61,378.49,367.54,4.68,377.81,371.9163287659539
17/10/2020,1602892800,365.08,369.94,363.18,4.98,368.63,363.4060540736013
16/10/2020,1602806400,377.6,379.6,362.65,7.59,365.17,366.04861616521885
15/10/2020,1602720000,378.96,380.77,370.39,7.93,377.45,370.78594368423614
14/10/2020,1602633600,381.13,387.11,373.62,8.08,379.15,377.3220908152759
13/10/2020,1602547200,386.64,387.06,374.57,7.92,381.23,375.18923803414583
12/10/2020,1602460800,374.39,394.58,366.05,10.39,386.68,383.1773729853439
11/10/2020,1602374400,370.28,377.27,369.23,5.22,374.19,370.9836818892063
10/10/2020,1602288000,365.25,377.97,364.57,7.17,370.16,371.4812412214484
09/10/2020,1602201600,350.71,368.19,347.82,7.85,365.28,360.1925955000232
08/10/2020,1602115200,341.66,352.95,334.79,6.85,350.83,343.35056783446515
07/10/2020,1602028800,340.59,342.68,334.11,5.77,341.48,334.10993207072033
06/10/2020,1601942400,353.53,354.9,337.21,7.32,340.61,340.8618655034827
05/10/2020,1601856000,352.69,354.86,348.76,4.96,353.28,347.5669096967055
04/10/2020,1601769600,345.6,353.97,344.03,4.77,352.73,347.4818446262621
03/10/2020,1601683200,345.78,351.04,343.74,4.48,345.6,344.56363862291505
02/10/2020,1601596800,353.06,353.61,335.91,7.27,345.68,339.19228157974726
01/10/2020,1601510400,359.5,369.1,345.66,7.93,353.07,355.66445169873634
30/09/2020,1601424000,359.77,360.94,352.81,5.43,359.39,352.0119286745903
29/09/2020,1601337600,353.97,360.66,351.48,6.26,359.86,353.79691826820374
28/09/2020,1601251200,357.42,367.63,352.57,7.77,354.08,359.15625454295343
27/09/2020,1601164800,354.26,362.0,347.51,6.35,357.23,352.6743663243591
26/09/2020,1601078400,351.62,355.87,346.95,6.48,354.25,348.0492856393341
25/09/2020,1600992000,349.13,357.8,338.01,8.47,351.63,346.0813062445063
24/09/2020,1600905600,319.97,352.6,317.27,9.4,349.17,343.6731420273955
23/09/2020,1600819200,343.96,344.12,315.54,13.88,319.95,323.79304419279504
22/09/2020,1600732800,341.32,346.19,336.15,9.29,344.03,338.2301520451806
21/09/2020,1600646400,371.09,375.34,331.41,11.41,341.3,348.0493081784206
20/09/2020,1600560000,385.33,385.39,365.48,7.3,371.12,369.2421252127762
19/09/2020,1600473600,384.25,386.99,377.63,6.74,385.25,377.94817375482603
18/09/2020,1600387200,389.37,392.21,375.81,8.95,384.2,379.33154866208514
17/09/2020,1600300800,364.75,393.96,363.54,12.85,388.97,385.90325629426917
16/09/2020,1600214400,363.91,372.88,355.18,9.06,364.88,362.36286167092675
15/09/2020,1600128000,376.7,381.67,362.4,9.06,364.01,368.3063234435618
14/09/2020,1600041600,365.89,383.99,357.54,10.34,376.7,372.88069075265304
13/09/2020,1599955200,388.06,389.51,353.85,10.38,365.71,365.33941817166357
12/09/2020,1599868800,373.74,388.12,366.05,11.49,387.98,377.6899152295273
11/09/2020,1599782400,367.89,374.41,356.38,12.53,373.72,362.6622980583574
10/09/2020,1599696000,351.1,376.92,350.86,16.5,367.92,369.97087637451955
09/09/2020,1599609600,337.46,358.33,331.12,14.07,351.1,348.4772214476518
08/09/2020,1599523200,352.06,355.69,326.66,18.98,337.46,336.8510751520611
07/09/2020,1599436800,353.49,357.33,325.47,21.69,352.06,337.09803351812366
06/09/2020,1599350400,334.91,358.09,316.69,20.13,353.49,341.65711407718106
05/09/2020,1599264000,385.94,394.12,314.13,35.32,334.91,349.3236817543682
04/09/2020,1599177600,381.97,399.58,368.22,25.2,385.94,385.9015463671389
03/09/2020,1599091200,439.14,466.4,376.99,33.59,381.97,424.70198461628814
02/09/2020,1599004800,475.72,480.96,423.26,30.14,439.08,446.21477380545844
01/09/2020,1598918400,433.89,488.24,429.65,10.42,475.8,475.5192997766249
31/08/2020,1598832000,428.81,438.71,418.35,7.89,433.9,426.5435991174941
30/08/2020,1598745600,398.8,429.59,398.47,6.67,428.86,421.3789426833105
29/08/2020,1598659200,395.32,405.53,391.97,5.23,398.8,397.498887311522
28/08/2020,1598572800,383.16,397.64,379.8,6.16,395.11,389.3562499995178
27/08/2020,1598486400,385.96,396.48,372.53,7.03,383.11,382.9627247028256
26/08/2020,1598400000,383.16,392.61,377.63,6.69,385.96,383.59918741326044
25/08/2020,1598313600,407.64,409.02,370.4,8.28,383.2,382.94446159893744
24/08/2020,1598227200,390.81,410.17,387.62,6.69,407.7,401.49051870640864
23/08/2020,1598140800,395.56,396.96,383.42,5.36,390.5,384.85295282194136
22/08/2020,1598054400,388.06,396.87,379.96,6.73,395.56,386.45041389629137
21/08/2020,1597968000,416.05,418.72,385.21,7.62,387.99,395.9933540828396
20/08/2020,1597881600,407.39,418.92,402.8,6.23,416.05,410.0167218240201
19/08/2020,1597795200,422.1,426.65,394.51,8.44,407.44,405.5367669681695
18/08/2020,1597708800,430.63,433.65,415.45,8.18,422.16,419.495508950346
17/08/2020,1597622400,433.62,444.86,420.71,7.83,430.56,431.1802634964446
16/08/2020,1597536000,432.22,436.58,413.22,7.02,433.63,420.12574008535665
15/08/2020,1597449600,438.04,442.7,428.75,7.27,432.18,431.57770412182697
14/08/2020,1597363200,424.28,443.74,418.37,8.67,438.03,433.32064342041247
13/08/2020,1597276800,387.15,430.33,377.57,12.04,424.31,416.1560074301494
12/08/2020,1597190400,379.03,389.21,367.05,8.59,387.12,376.66520152550424
11/08/2020,1597104000,395.52,398.13,367.38,9.44,379.01,377.170340150513
10/08/2020,1597017600,390.22,399.05,386.45,8.01,395.53,391.0773822318299
09/08/2020,1596931200,396.78,399.93,384.31,4.97,390.23,387.47201318928796
08/08/2020,1596844800,379.57,396.77,376.38,4.94,396.76,388.3460497401928
07/08/2020,1596758400,394.8,398.14,366.44,8.34,379.57,376.96401149280433
06/08/2020,1596672000,400.8,403.18,391.67,7.92,394.83,392.72148476697396
05/08/2020,1596585600,389.62,406.92,384.84,8.74,400.79,397.6496465717801
04/08/2020,1596499200,385.86,402.01,381.3,9.84,389.62,393.0404190816189
03/08/2020,1596412800,372.26,397.73,368.46,9.92,385.8,388.4582700664804
02/08/2020,1596326400,387.15,415.08,335.76,16.38,372.08,379.20574970940646
01/08/2020,1596240000,346.48,392.37,343.33,11.03,387.14,381.86822902911905
31/07/2020,1596153600,334.84,349.34,329.02,8.69,346.51,340.2407650441552
30/07/2020,1596067200,317.79,341.11,314.83,9.07,334.87,332.9637845679724
29/07/2020,1595980800,316.95,324.93,312.64,8.72,317.82,317.4291889303915
28/07/2020,1595894400,321.82,326.53,306.4,9.91,316.96,313.1468864826731
27/07/2020,1595808000,311.12,332.57,311.04,13.73,321.8,326.42340260176366
26/07/2020,1595721600,305.32,318.54,300.33,9.19,311.13,310.306854206868
25/07/2020,1595635200,279.33,308.57,279.33,8.59,305.32,301.8632253238753
24/07/2020,1595548800,275.33,287.01,268.54,7.17,279.33,278.11580463818785
23/07/2020,1595462400,263.29,279.53,260.7,8.79,275.34,272.7217205645663
22/07/2020,1595376000,245.54,266.42,241.89,6.68,263.28,258.68450104994685
21/07/2020,1595289600,236.1,246.49,235.67,6.29,245.53,241.5749129308827
20/07/2020,1595203200,239.03,239.71,234.51,5.36,236.1,233.34825942970792
19/07/2020,1595116800,235.72,239.7,233.35,6.61,239.01,234.30777150183224
18/07/2020,1595030400,232.77,236.83,232.4,5.79,235.75,232.5418077538278
17/07/2020,1594944000,233.65,234.53,231.84,5.88,232.75,229.72748756939473
16/07/2020,1594857600,238.62,239.47,230.44,6.63,233.65,231.10989151135493
15/07/2020,1594771200,240.49,241.36,237.04,7.35,238.62,235.63897630048507
14/07/2020,1594684800,239.75,242.08,237.21,7.07,240.5,236.72995199086608
13/07/2020,1594598400,242.84,245.04,237.71,8.32,239.73,238.27853386524885
12/07/2020,1594512000,239.2,243.79,236.91,6.81,242.75,238.37097656842622
11/07/2020,1594425600,241.21,241.64,237.76,6.42,239.2,235.92488262916459
10/07/2020,1594339200,242.01,242.17,236.19,6.84,241.26,235.16997394211575
09/07/2020,1594252800,246.93,247.63,238.28,9.02,242.02,239.04020374271397
08/07/2020,1594166400,239.26,248.76,238.0,12.98,246.99,243.68676279043063
07/07/2020,1594080000,241.56,243.43,234.92,6.26,239.25,235.80506360964387
06/07/2020,1593993600,227.95,241.64,227.1,9.45,241.56,236.39209254264125
05/07/2020,1593907200,229.09,229.8,223.79,5.41,227.98,223.11041823511488
04/07/2020,1593820800,225.09,230.4,224.8,5.45,229.15,226.11591655104468
03/07/2020,1593734400,226.42,228.14,224.77,5.2,225.12,223.407555408485
02/07/2020,1593648000,230.96,232.04,223.53,7.28,226.42,224.18434524860243
01/07/2020,1593561600,225.61,232.47,224.33,6.31,230.95,227.52293409832453
30/06/2020,1593475200,227.88,228.57,223.23,5.6,225.63,222.2673603567908
29/06/2020,1593388800,225.09,229.83,221.6,6.8,227.87,223.87132454083496
28/06/2020,1593302400,221.07,227.74,218.46,5.91,225.09,222.10062227415466
27/06/2020,1593216000,229.72,231.3,217.11,7.21,221.06,220.5319327608629
26/06/2020,1593129600,232.57,233.5,228.16,6.96,229.67,227.3196069922526
25/06/2020,1593043200,234.75,235.29,227.99,6.48,232.56,227.80282849864057
24/06/2020,1592956800,243.2,249.23,231.56,9.13,234.75,238.54590267445047
23/06/2020,1592870400,243.24,244.77,240.94,5.16,243.2,239.553613084049
22/06/2020,1592784000,228.11,246.39,227.69,7.93,243.25,240.92455492230158
21/06/2020,1592697600,228.87,231.18,227.38,4.1,228.13,226.43670805738668
20/06/2020,1592611200,229.11,230.96,226.28,4.54,228.86,225.52780355451182
19/06/2020,1592524800,231.34,231.94,226.97,5.56,229.11,225.7822997766835
18/06/2020,1592438400,233.85,234.69,228.13,4.96,231.34,227.7171331212349
17/06/2020,1592352000,235.37,236.55,228.63,5.94,233.88,229.0007384383244
16/06/2020,1592265600,230.92,235.95,228.99,7.03,235.36,230.80430889927766
15/06/2020,1592179200,231.99,233.34,219.06,10.18,230.93,222.51339535071116
14/06/2020,1592092800,238.23,238.48,230.52,5.78,232.02,230.44845997342264
13/06/2020,1592006400,237.55,238.61,234.86,5.27,238.22,233.28639887553283
12/06/2020,1591920000,230.72,239.23,228.62,7.34,237.54,233.6896650894849
11/06/2020,1591833600,247.79,249.77,227.01,12.4,230.71,234.46069122521317
10/06/2020,1591747200,243.82,249.51,242.54,7.63,247.78,244.5786135315712
09/06/2020,1591660800,246.19,249.45,240.18,6.86,243.82,242.06220780994187
08/06/2020,1591574400,244.56,247.11,241.3,6.55,246.18,241.32165703826303
07/06/2020,1591488000,242.0,244.94,235.44,8.1,244.56,237.35889277951753
06/06/2020,1591401600,240.27,244.43,238.38,6.62,242.0,239.3000484797093
05/06/2020,1591315200,243.37,247.5,239.7,7.75,240.23,241.3957932805866
04/06/2020,1591228800,244.53,246.41,236.68,8.75,243.37,238.2118622249722
03/06/2020,1591142400,237.9,244.76,233.84,8.15,244.52,238.25508127490076
02/06/2020,1591056000,248.01,253.21,227.95,12.69,237.94,238.0264588768298
01/06/2020,1590969600,231.8,249.81,230.85,11.97,247.97,244.2086176046904
31/05/2020,1590883200,243.63,245.33,230.31,12.43,231.81,234.24757187075784
30/05/2020,1590796800,220.66,246.55,218.86,14.34,243.63,239.94190416578664
29/05/2020,1590710400,220.14,224.52,217.84,12.36,220.66,219.53310136647428
28/05/2020,1590624000,208.2,220.33,204.79,12.51,220.18,214.13162442175252
27/05/2020,1590537600,200.99,208.18,200.85,10.28,208.18,204.23883462039197
26/05/2020,1590451200,204.13,204.9,197.3,10.44,201.0,197.8020231770061
25/05/2020,1590364800,199.99,205.52,198.57,10.63,204.13,201.0419601368771
24/05/2020,1590278400,206.65,210.4,199.97,11.89,199.97,203.14430670410832
23/05/2020,1590192000,207.35,211.03,204.97,9.91,206.62,206.09809295214052
22/05/2020,1590105600,198.75,209.04,196.68,12.13,207.35,203.83335420213763
21/05/2020,1590019200,210.0,211.58,192.11,14.36,198.75,198.34694809680587
20/05/2020,1589932800,214.52,215.28,207.03,12.19,209.99,207.7915904235232
19/05/2020,1589846400,214.88,215.75,209.79,13.96,214.51,209.64672605047815
18/05/2020,1589760000,207.0,217.0,207.0,17.73,214.87,213.09897279482868
17/05/2020,1589673600,200.51,209.79,199.77,15.78,207.0,205.53382446074397
16/05/2020,1589587200,194.85,203.12,193.48,15.52,200.51,198.64823141680444
15/05/2020,1589500800,203.29,204.02,192.61,16.62,194.85,195.02182894986868
14/05/2020,1589414400,199.58,205.82,196.21,20.75,203.3,200.56469847975882
13/05/2020,1589328000,189.82,200.82,188.59,17.47,199.58,196.29404841315494
12/05/2020,1589241600,185.82,192.04,185.68,15.58,189.84,188.5272124997431
11/05/2020,1589155200,187.77,193.26,177.43,26.74,185.96,184.51544452944336
10/05/2020,1589068800,210.19,210.19,180.7,35.98,187.78,191.4190191406335
09/05/2020,1588982400,211.47,214.5,208.83,20.9,210.22,209.84870478490222
08/05/2020,1588896000,212.0,216.44,207.25,23.08,211.45,210.5593052225235
07/05/2020,1588809600,199.05,214.0,197.36,26.71,212.0,209.10679845689998
06/05/2020,1588723200,205.36,210.62,198.79,24.03,199.04,203.7471971063577
05/05/2020,1588636800,206.59,211.33,201.75,21.05,205.36,205.35260462628952
04/05/2020,1588550400,209.85,210.63,195.25,27.21,206.61,199.7731118399485
03/05/2020,1588464000,213.96,218.74,205.5,23.12,209.83,210.7544451858471
02/05/2020,1588377600,212.0,215.15,210.51,18.31,213.96,211.0402607991457
01/05/2020,1588291200,206.23,216.99,206.06,23.08,212.0,213.14033201778568
30/04/2020,1588204800,215.42,227.05,202.59,35.46,206.22,216.43220996211608
29/04/2020,1588118400,196.55,218.32,196.45,32.87,215.4,213.93717600270594
28/04/2020,1588032000,196.13,197.51,192.47,21.81,196.55,192.62430725515395
27/04/2020,1587945600,197.35,198.8,190.87,23.33,196.14,192.38290527772932
26/04/2020,1587859200,194.01,199.3,192.52,23.13,197.35,195.3323213273374
25/04/2020,1587772800,187.57,197.35,186.03,21.87,194.01,192.9593105342933
24/04/2020,1587686400,185.48,189.33,185.19,19.84,187.58,186.1244500914238
23/04/2020,1587600000,182.72,192.4,178.54,28.73,185.46,186.83649157146994
22/04/2020,1587513600,170.79,183.71,169.93,23.81,182.72,179.63280638364535
21/04/2020,1587427200,170.37,174.48,168.31,23.63,170.79,170.5379134264988
20/04/2020,1587340800,180.12,186.24,167.51,33.68,170.4,176.51269093622835
19/04/2020,1587254400,187.47,188.23,177.24,23.27,180.13,179.88578515590262
18/04/2020,1587168000,170.63,189.22,170.61,24.75,187.45,185.13189918514342
17/04/2020,1587081600,172.32,174.52,168.55,20.05,170.63,169.6627251311234
16/04/2020,1586995200,152.9,174.28,148.91,32.99,172.31,168.17913780254696
15/04/2020,1586908800,158.43,161.06,152.44,20.7,152.9,155.07800843245445
14/04/2020,1586822400,156.36,161.57,155.52,21.2,158.45,158.25462779244657
13/04/2020,1586736000,158.76,158.85,150.6,25.3,156.38,152.05366888875898
12/04/2020,1586649600,158.18,164.75,155.17,22.6,158.73,160.1386989839321
11/04/2020,1586563200,157.85,161.37,154.01,19.07,158.18,156.4555579070465
10/04/2020,1586476800,169.67,170.1,152.52,28.35,157.86,158.28492271049436
09/04/2020,1586390400,173.01,173.2,165.91,20.66,169.68,166.69870365468535
08/04/2020,1586304000,164.71,174.23,163.73,24.31,173.0,170.48518177662766
07/04/2020,1586217600,171.07,175.78,162.75,35.79,164.71,168.73848428660955
06/04/2020,1586131200,142.58,171.24,142.55,37.89,171.06,166.95400450744563
05/04/2020,1586044800,144.03,145.26,140.84,18.17,142.58,141.0153626209995
04/04/2020,1585958400,141.13,145.71,139.36,19.75,144.01,142.03216799440662
03/04/2020,1585872000,141.29,146.46,138.01,23.34,141.14,142.01417140872013
02/04/2020,1585785600,135.65,148.91,135.26,29.42,141.3,145.59859111445667
01/04/2020,1585699200,132.88,136.56,128.93,19.45,135.66,131.8184899695891
31/03/2020,1585612800,132.15,135.14,130.54,17.3,132.86,131.69539578191632
30/03/2020,1585526400,125.24,134.72,125.02,20.71,132.15,131.63905250436272
29/03/2020,1585440000,131.02,131.74,124.84,16.33,125.24,125.93887547604861
28/03/2020,1585353600,131.74,132.68,125.48,21.03,131.03,126.97406045817475
27/03/2020,1585267200,138.38,140.99,131.09,18.18,131.74,134.4004908028027
26/03/2020,1585180800,136.08,139.22,133.69,17.71,138.38,135.31312204694538
25/03/2020,1585094400,138.59,141.88,133.06,24.15,136.07,136.41760072349092
24/03/2020,1585008000,136.0,142.9,132.67,27.1,138.62,138.45987083381755
23/03/2020,1584921600,122.46,136.93,120.2,28.62,136.02,132.5698924527103
22/03/2020,1584835200,132.59,136.86,121.37,25.25,122.41,128.2388906890776
21/03/2020,1584748800,133.32,137.33,126.01,27.0,132.58,130.96374641156075
20/03/2020,1584662400,135.43,151.85,118.07,38.74,133.32,139.15521305619342
19/03/2020,1584576000,117.76,141.05,115.59,33.78,135.43,136.16307587622993
18/03/2020,1584489600,115.95,117.91,110.16,25.8,117.77,112.69318854244995
17/03/2020,1584403200,111.06,120.6,109.67,27.09,116.06,117.22924658444433
16/03/2020,1584316800,124.35,124.38,102.44,40.25,111.02,110.80684024570564
15/03/2020,1584230400,122.67,132.13,120.93,26.24,124.35,128.4406237586526
14/03/2020,1584144000,134.02,134.58,121.27,26.83,122.69,125.49872519371881
13/03/2020,1584057600,107.87,138.86,88.5,60.7,133.99,124.74330319970376
12/03/2020,1583971200,194.57,195.4,102.83,53.51,107.9,142.75196775896737
11/03/2020,1583884800,200.61,202.96,182.15,21.26,194.58,189.75172202167022
10/03/2020,1583798400,202.88,205.62,196.17,21.87,200.56,198.91461554681206
09/03/2020,1583712000,199.21,208.23,190.73,30.27,202.85,200.29583030097194
08/03/2020,1583625600,237.3,237.3,196.71,24.76,199.16,211.79436049398544
07/03/2020,1583539200,244.87,251.55,236.87,16.9,237.32,243.2211576457812
06/03/2020,1583452800,228.46,244.98,227.71,17.74,244.9,239.9635540484693
05/03/2020,1583366400,224.36,233.96,224.34,17.82,228.45,230.0218310232732
04/03/2020,1583280000,223.94,228.66,220.74,14.65,224.38,223.29191778777522
03/03/2020,1583193600,231.9,232.37,220.34,18.48,223.94,222.80383576409434
02/03/2020,1583107200,217.96,234.24,216.23,18.12,231.87,228.81238585824002
01/03/2020,1583020800,217.51,227.44,213.0,17.17,217.99,221.01733955022473
29/02/2020,1582934400,226.94,232.87,217.43,16.34,217.52,223.9187626938117
28/02/2020,1582848000,227.6,234.55,214.47,24.11,226.93,223.76007762252988
27/02/2020,1582761600,224.3,238.07,210.36,28.83,227.53,226.40353804215908
26/02/2020,1582675200,246.97,250.05,216.39,29.55,224.3,229.92654051965496
25/02/2020,1582588800,265.63,266.17,245.75,20.31,246.96,251.74040237540947
24/02/2020,1582502400,274.72,276.81,258.15,19.96,265.65,263.987827984546
23/02/2020,1582416000,261.65,275.3,261.24,16.04,274.72,270.39264705217363
22/02/2020,1582329600,265.14,266.71,256.97,13.4,261.64,258.46572566959895
21/02/2020,1582243200,257.32,267.8,254.15,17.46,265.11,261.73761948684427
20/02/2020,1582156800,259.07,264.22,246.46,22.07,257.39,253.54026651389938
19/02/2020,1582070400,282.33,285.75,253.88,20.76,259.12,266.16407347328123
18/02/2020,1581984000,267.71,285.59,259.3,24.15,282.26,276.0830470970492
17/02/2020,1581897600,259.92,268.45,242.11,25.61,267.63,254.68951896104107
16/02/2020,1581811200,264.87,273.81,237.89,24.82,259.99,254.84031868558196
15/02/2020,1581724800,285.17,287.93,262.45,22.26,264.87,271.6238189192521
14/02/2020,1581638400,268.71,286.34,260.78,19.99,285.25,276.9727334494628
13/02/2020,1581552000,265.59,277.39,257.09,25.05,268.75,268.44446003044646
12/02/2020,1581465600,236.75,274.89,236.73,23.79,265.58,268.4727223003829
11/02/2020,1581379200,222.94,238.61,218.22,17.39,236.76,231.52885219846723
10/02/2020,1581292800,228.61,229.28,217.02,16.5,222.95,219.6654312720372
09/02/2020,1581206400,223.23,230.38,223.07,14.28,228.59,226.5036253813917
08/02/2020,1581120000,223.47,227.55,213.75,15.98,223.23,218.6945897102147
07/02/2020,1581033600,213.15,224.53,213.14,16.73,223.51,220.52959637498486
06/02/2020,1580947200,203.84,216.14,201.29,16.44,213.16,210.71698785630633
05/02/2020,1580860800,188.94,207.51,188.26,14.67,203.83,202.62731766498376
04/02/2020,1580774400,189.8,191.48,188.93,11.56,188.93,187.9173307104479
03/02/2020,1580688000,188.48,194.92,187.16,11.95,189.79,190.69933306937355
02/02/2020,1580601600,183.58,193.25,179.49,14.54,188.5,187.32965036491828
01/02/2020,1580515200,179.88,184.17,179.36,13.24,183.64,180.71515761804392
31/01/2020,1580428800,184.6,185.67,175.46,11.77,179.91,177.62136844216406
30/01/2020,1580342400,173.86,186.76,171.2,13.02,184.59,181.37752420756226
29/01/2020,1580256000,175.78,178.41,173.76,11.27,173.86,174.24338041447135
28/01/2020,1580169600,170.27,176.06,170.27,12.63,175.74,172.82688848261313
27/01/2020,1580083200,167.91,171.97,165.45,12.54,170.27,167.5454964028989
26/01/2020,1579996800,160.4,168.0,159.55,9.82,167.9,164.1209150160687
25/01/2020,1579910400,162.56,162.72,157.87,9.63,160.44,157.35902730948027
24/01/2020,1579824000,162.8,164.27,155.65,14.88,162.55,157.60442668080918
23/01/2020,1579737600,168.15,168.25,159.78,14.86,162.8,160.98347450491968
22/01/2020,1579651200,169.41,171.27,166.19,11.3,168.13,166.57261302230995
21/01/2020,1579564800,166.87,169.79,165.53,11.52,169.41,166.0733033354665
20/01/2020,1579478400,166.92,169.24,161.61,11.3,166.87,163.3627186927261
19/01/2020,1579392000,174.17,177.77,162.04,15.84,166.92,168.0779072812437
18/01/2020,1579305600,170.18,179.29,165.34,17.42,174.19,173.2426261579335
17/01/2020,1579219200,164.39,173.96,162.33,18.57,170.22,169.51044472965697
16/01/2020,1579132800,166.44,167.18,159.08,16.24,164.36,160.48910028212742
15/01/2020,1579046400,166.07,166.45,159.74,16.66,166.45,160.3841781372696
14/01/2020,1578960000,143.59,169.73,143.59,22.85,166.07,165.254063812453
13/01/2020,1578873600,146.5,146.87,142.64,10.26,143.6,142.13180800424635
12/01/2020,1578787200,142.65,146.46,142.0,10.01,146.46,143.22037603959654
11/01/2020,1578700800,144.81,147.68,142.23,12.46,142.67,143.52044846999098
10/01/2020,1578614400,137.93,144.86,135.69,13.37,144.81,140.613759016007
09/01/2020,1578528000,140.8,141.6,135.85,11.38,137.92,136.31137355039778
08/01/2020,1578441600,143.01,147.55,137.61,13.71,140.81,141.73298792713535
07/01/2020,1578355200,144.09,145.13,139.22,13.58,143.04,139.9142076010964
06/01/2020,1578268800,135.59,144.27,135.17,14.36,144.08,140.93698544049118
05/01/2020,1578182400,134.32,138.33,134.32,12.19,135.59,135.5931816042867
04/01/2020,1578096000,134.3,135.57,132.76,11.16,134.33,132.19180547359622
03/01/2020,1578009600,127.19,134.86,126.05,15.67,134.27,131.34337128568473
02/01/2020,1577923200,130.75,130.77,126.74,11.45,127.19,126.1762387790568
